year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,10,1,1955,2001,-6,2213,2248,-35,B6,65,N554JB,JFK,ABQ,230,1826,20,1,01-10-2013 20:00
2013,10,2,2010,2001,9,2230,2248,-18,B6,65,N607JB,JFK,ABQ,238,1826,20,1,02-10-2013 20:00
2013,10,3,1955,2001,-6,2232,2248,-16,B6,65,N591JB,JFK,ABQ,251,1826,20,1,03-10-2013 20:00
2013,10,4,2017,2001,16,2304,2248,16,B6,65,N662JB,JFK,ABQ,257,1826,20,1,04-10-2013 20:00
2013,10,5,1959,1959,0,2226,2246,-20,B6,65,N580JB,JFK,ABQ,242,1826,19,59,05-10-2013 19:00
2013,10,6,1959,2001,-2,2234,2248,-14,B6,65,N507JB,JFK,ABQ,240,1826,20,1,06-10-2013 20:00
2013,10,7,2002,2001,1,2233,2248,-15,B6,65,N565JB,JFK,ABQ,246,1826,20,1,07-10-2013 20:00
2013,10,8,1957,2001,-4,2216,2248,-32,B6,65,N775JB,JFK,ABQ,233,1826,20,1,08-10-2013 20:00
2013,10,9,1957,2001,-4,2220,2248,-28,B6,65,N554JB,JFK,ABQ,236,1826,20,1,09-10-2013 20:00
2013,10,10,2011,2001,10,2235,2248,-13,B6,65,N594JB,JFK,ABQ,245,1826,20,1,10-10-2013 20:00
2013,10,11,2054,2001,53,2317,2248,29,B6,65,N580JB,JFK,ABQ,237,1826,20,1,11-10-2013 20:00
2013,10,12,1956,1959,-3,2241,2246,-5,B6,65,N630JB,JFK,ABQ,249,1826,19,59,12-10-2013 19:00
2013,10,13,1957,2001,-4,2310,2248,22,B6,65,N524JB,JFK,ABQ,262,1826,20,1,13-10-2013 20:00
2013,10,14,1959,2001,-2,2235,2248,-13,B6,65,N597JB,JFK,ABQ,253,1826,20,1,14-10-2013 20:00
2013,10,15,2146,2001,105,106,2248,138,B6,65,N640JB,JFK,ABQ,277,1826,20,1,15-10-2013 20:00
2013,10,16,1955,2001,-6,2310,2248,22,B6,65,N558JB,JFK,ABQ,271,1826,20,1,16-10-2013 20:00
2013,10,17,2015,2001,14,2314,2248,26,B6,65,N504JB,JFK,ABQ,266,1826,20,1,17-10-2013 20:00
2013,10,18,2001,2001,0,2332,2248,44,B6,65,N635JB,JFK,ABQ,302,1826,20,1,18-10-2013 20:00
2013,10,19,1950,1959,-9,2236,2246,-10,B6,65,N635JB,JFK,ABQ,262,1826,19,59,19-10-2013 19:00
2013,10,20,1958,2001,-3,2243,2248,-5,B6,65,N507JB,JFK,ABQ,257,1826,20,1,20-10-2013 20:00
2013,10,21,1954,2001,-7,2251,2248,3,B6,65,N599JB,JFK,ABQ,256,1826,20,1,21-10-2013 20:00
2013,10,22,2001,2001,0,2246,2248,-2,B6,65,N523JB,JFK,ABQ,262,1826,20,1,22-10-2013 20:00
2013,10,23,1958,2001,-3,2305,2248,17,B6,65,N564JB,JFK,ABQ,259,1826,20,1,23-10-2013 20:00
2013,10,24,2019,2001,18,2252,2248,4,B6,65,N529JB,JFK,ABQ,251,1826,20,1,24-10-2013 20:00
2013,10,25,1959,2001,-2,2229,2248,-19,B6,65,N517JB,JFK,ABQ,245,1826,20,1,25-10-2013 20:00
2013,10,26,1950,1959,-9,2217,2246,-29,B6,65,N594JB,JFK,ABQ,244,1826,19,59,26-10-2013 19:00
2013,10,27,1959,2000,-1,2230,2303,-33,B6,65,N529JB,JFK,ABQ,252,1826,20,0,27-10-2013 20:00
2013,10,28,1954,2000,-6,2249,2303,-14,B6,65,N524JB,JFK,ABQ,275,1826,20,0,28-10-2013 20:00
2013,10,29,1956,2000,-4,2251,2303,-12,B6,65,N607JB,JFK,ABQ,263,1826,20,0,29-10-2013 20:00
2013,10,30,1954,2000,-6,2329,2303,26,B6,65,N594JB,JFK,ABQ,306,1826,20,0,30-10-2013 20:00
2013,10,31,1955,2000,-5,2258,2303,-5,B6,65,N508JB,JFK,ABQ,255,1826,20,0,31-10-2013 20:00
2013,11,1,1950,2000,-10,2226,2303,-37,B6,65,N659JB,JFK,ABQ,253,1826,20,0,01-11-2013 20:00
2013,11,2,1953,2000,-7,2236,2303,-27,B6,65,N597JB,JFK,ABQ,258,1826,20,0,02-11-2013 20:00
2013,11,3,2000,2000,0,2256,2303,-7,B6,65,N658JB,JFK,ABQ,271,1826,20,0,03-11-2013 20:00
2013,11,4,1955,2000,-5,2306,2303,3,B6,65,N598JB,JFK,ABQ,283,1826,20,0,04-11-2013 20:00
2013,11,5,1950,2000,-10,2310,2303,7,B6,65,N593JB,JFK,ABQ,284,1826,20,0,05-11-2013 20:00
2013,11,6,1952,2000,-8,2309,2303,6,B6,65,N661JB,JFK,ABQ,279,1826,20,0,06-11-2013 20:00
2013,11,7,2000,2000,0,2336,2303,33,B6,65,N793JB,JFK,ABQ,280,1826,20,0,07-11-2013 20:00
2013,11,8,1955,2000,-5,2305,2303,2,B6,65,N746JB,JFK,ABQ,270,1826,20,0,08-11-2013 20:00
2013,11,9,1955,2000,-5,2235,2303,-28,B6,65,N588JB,JFK,ABQ,260,1826,20,0,09-11-2013 20:00
2013,11,10,1951,2000,-9,2258,2303,-5,B6,65,N789JB,JFK,ABQ,259,1826,20,0,10-11-2013 20:00
2013,11,11,1954,2000,-6,2241,2303,-22,B6,65,N594JB,JFK,ABQ,265,1826,20,0,11-11-2013 20:00
2013,11,12,1953,2000,-7,2221,2303,-42,B6,65,N634JB,JFK,ABQ,239,1826,20,0,12-11-2013 20:00
2013,11,13,1953,2000,-7,2202,2303,-61,B6,65,N536JB,JFK,ABQ,233,1826,20,0,13-11-2013 20:00
2013,11,14,1955,2000,-5,2234,2303,-29,B6,65,N662JB,JFK,ABQ,259,1826,20,0,14-11-2013 20:00
2013,11,15,1950,2000,-10,2304,2303,1,B6,65,N510JB,JFK,ABQ,281,1826,20,0,15-11-2013 20:00
2013,11,16,2003,2000,3,2305,2303,2,B6,65,N729JB,JFK,ABQ,280,1826,20,0,16-11-2013 20:00
2013,11,17,1953,2000,-7,2250,2303,-13,B6,65,N648JB,JFK,ABQ,275,1826,20,0,17-11-2013 20:00
2013,11,18,1952,2000,-8,2324,2303,21,B6,65,N627JB,JFK,ABQ,263,1826,20,0,18-11-2013 20:00
2013,11,19,1956,2000,-4,2236,2303,-27,B6,65,N662JB,JFK,ABQ,253,1826,20,0,19-11-2013 20:00
2013,11,20,1948,2000,-12,2236,2303,-27,B6,65,N579JB,JFK,ABQ,259,1826,20,0,20-11-2013 20:00
2013,11,21,2017,2000,17,2309,2303,6,B6,65,N537JB,JFK,ABQ,268,1826,20,0,21-11-2013 20:00
2013,11,22,2021,2000,21,2326,2303,23,B6,65,N606JB,JFK,ABQ,274,1826,20,0,22-11-2013 20:00
2013,11,23,1957,2000,-3,2337,2303,34,B6,65,N623JB,JFK,ABQ,299,1826,20,0,23-11-2013 20:00
2013,11,24,2000,2000,0,2252,2303,-11,B6,65,N633JB,JFK,ABQ,263,1826,20,0,24-11-2013 20:00
2013,11,25,2014,2000,14,2300,2303,-3,B6,65,N563JB,JFK,ABQ,263,1826,20,0,25-11-2013 20:00
2013,11,26,1957,2000,-3,2242,2303,-21,B6,65,N608JB,JFK,ABQ,258,1826,20,0,26-11-2013 20:00
2013,11,27,1957,2000,-3,2303,2303,0,B6,65,N630JB,JFK,ABQ,256,1826,20,0,27-11-2013 20:00
2013,11,28,1953,2000,-7,2247,2303,-16,B6,65,N637JB,JFK,ABQ,267,1826,20,0,28-11-2013 20:00
2013,11,29,2025,2000,25,2317,2303,14,B6,65,N606JB,JFK,ABQ,268,1826,20,0,29-11-2013 20:00
2013,11,30,1955,2000,-5,2246,2303,-17,B6,65,N656JB,JFK,ABQ,266,1826,20,0,30-11-2013 20:00
2013,12,1,1956,2000,-4,2227,2303,-36,B6,65,N556JB,JFK,ABQ,250,1826,20,0,01-12-2013 20:00
2013,12,2,1959,2000,-1,2246,2303,-17,B6,65,N527JB,JFK,ABQ,266,1826,20,0,02-12-2013 20:00
2013,12,3,2020,2001,19,2324,2304,20,B6,65,N535JB,JFK,ABQ,285,1826,20,1,03-12-2013 20:00
2013,12,4,2025,2001,24,2331,2304,27,B6,65,N637JB,JFK,ABQ,282,1826,20,1,04-12-2013 20:00
2013,12,5,2010,2001,9,2336,2304,32,B6,65,N562JB,JFK,ABQ,298,1826,20,1,05-12-2013 20:00
2013,12,6,2008,2001,7,2350,2304,46,B6,65,N566JB,JFK,ABQ,304,1826,20,1,06-12-2013 20:00
2013,12,7,1959,2001,-2,2357,2304,53,B6,65,N566JB,JFK,ABQ,307,1826,20,1,07-12-2013 20:00
2013,12,8,2049,2001,48,58,2304,114,B6,65,N531JB,JFK,ABQ,310,1826,20,1,08-12-2013 20:00
2013,12,9,2023,2001,22,1,2304,57,B6,65,N613JB,JFK,ABQ,302,1826,20,1,09-12-2013 20:00
2013,12,10,2044,2001,43,52,2304,108,B6,65,N729JB,JFK,ABQ,318,1826,20,1,10-12-2013 20:00
2013,12,11,2017,2001,16,2337,2304,33,B6,65,N585JB,JFK,ABQ,283,1826,20,1,11-12-2013 20:00
2013,12,12,2001,2001,0,2255,2304,-9,B6,65,N529JB,JFK,ABQ,269,1826,20,1,12-12-2013 20:00
2013,12,13,1958,2001,-3,2318,2304,14,B6,65,N623JB,JFK,ABQ,270,1826,20,1,13-12-2013 20:00
2013,12,14,2223,2001,142,133,2304,149,B6,65,N659JB,JFK,ABQ,259,1826,20,1,14-12-2013 20:00
2013,12,15,2140,2001,99,24,2304,80,B6,65,N629JB,JFK,ABQ,256,1826,20,1,15-12-2013 20:00
2013,12,16,1958,2001,-3,2246,2304,-18,B6,65,N663JB,JFK,ABQ,261,1826,20,1,16-12-2013 20:00
2013,12,17,2220,2001,139,120,2304,136,B6,65,N556JB,JFK,ABQ,256,1826,20,1,17-12-2013 20:00
2013,12,18,2028,2001,27,2309,2304,5,B6,65,N635JB,JFK,ABQ,263,1826,20,1,18-12-2013 20:00
2013,12,19,2102,2001,61,2358,2304,54,B6,65,N519JB,JFK,ABQ,265,1826,20,1,19-12-2013 20:00
2013,12,20,2016,2001,15,2338,2304,34,B6,65,N586JB,JFK,ABQ,272,1826,20,1,20-12-2013 20:00
2013,12,21,2003,2001,2,2309,2304,5,B6,65,N586JB,JFK,ABQ,274,1826,20,1,21-12-2013 20:00
2013,12,22,2027,2001,26,2353,2304,49,B6,65,N564JB,JFK,ABQ,277,1826,20,1,22-12-2013 20:00
2013,12,23,2032,2001,31,2336,2304,32,B6,65,N598JB,JFK,ABQ,271,1826,20,1,23-12-2013 20:00
2013,12,24,2001,2001,0,2304,2304,0,B6,65,N630JB,JFK,ABQ,275,1826,20,1,24-12-2013 20:00
2013,12,25,1958,2001,-3,2301,2304,-3,B6,65,N763JB,JFK,ABQ,260,1826,20,1,25-12-2013 20:00
2013,12,26,2007,2001,6,2236,2304,-28,B6,65,N591JB,JFK,ABQ,251,1826,20,1,26-12-2013 20:00
2013,12,27,2012,2001,11,2226,2304,-38,B6,65,N599JB,JFK,ABQ,231,1826,20,1,27-12-2013 20:00
2013,12,28,1951,2001,-10,2243,2304,-21,B6,65,N760JB,JFK,ABQ,264,1826,20,1,28-12-2013 20:00
2013,12,29,2022,2001,21,2400,2304,56,B6,65,N591JB,JFK,ABQ,268,1826,20,1,29-12-2013 20:00
2013,12,30,2002,2001,1,2300,2304,-4,B6,65,N775JB,JFK,ABQ,269,1826,20,1,30-12-2013 20:00
2013,12,31,2011,2001,10,2314,2304,10,B6,65,N503JB,JFK,ABQ,272,1826,20,1,31-12-2013 20:00
2013,4,22,1712,1630,42,1946,1915,31,B6,1505,N821JB,JFK,ABQ,256,1826,16,30,22-04-2013 16:00
2013,4,23,2022,2025,-3,2319,2304,15,B6,1505,N547JB,JFK,ABQ,274,1826,20,25,23-04-2013 20:00
2013,4,24,2037,2025,12,14,2304,70,B6,1505,N655JB,JFK,ABQ,278,1826,20,25,24-04-2013 20:00
2013,4,25,2023,2025,-2,2339,2304,35,B6,1505,N655JB,JFK,ABQ,274,1826,20,25,25-04-2013 20:00
2013,4,26,2020,2025,-5,2318,2304,14,B6,1505,N558JB,JFK,ABQ,258,1826,20,25,26-04-2013 20:00
2013,4,27,2020,2025,-5,2245,2304,-19,B6,1505,N633JB,JFK,ABQ,246,1826,20,25,27-04-2013 20:00
2013,4,28,2017,2025,-8,2247,2304,-17,B6,1505,N585JB,JFK,ABQ,243,1826,20,25,28-04-2013 20:00
2013,4,29,2018,2025,-7,2250,2304,-14,B6,1505,N618JB,JFK,ABQ,239,1826,20,25,29-04-2013 20:00
2013,4,30,2025,2025,0,2259,2304,-5,B6,1505,N563JB,JFK,ABQ,236,1826,20,25,30-04-2013 20:00
2013,5,1,1957,2001,-4,2245,2308,-23,B6,1505,N504JB,JFK,ABQ,246,1826,20,1,01-05-2013 20:00
2013,5,2,2031,2001,30,2246,2308,-22,B6,1505,N633JB,JFK,ABQ,236,1826,20,1,02-05-2013 20:00
2013,5,3,2006,2001,5,2252,2308,-16,B6,1505,N595JB,JFK,ABQ,230,1826,20,1,03-05-2013 20:00
2013,5,4,1956,2001,-5,2213,2308,-55,B6,1505,N587JB,JFK,ABQ,230,1826,20,1,04-05-2013 20:00
2013,5,5,1958,2001,-3,2245,2308,-23,B6,1505,N621JB,JFK,ABQ,231,1826,20,1,05-05-2013 20:00
2013,5,6,1956,2001,-5,2225,2308,-43,B6,1505,N527JB,JFK,ABQ,230,1826,20,1,06-05-2013 20:00
2013,5,7,2004,2001,3,2234,2308,-34,B6,1505,N648JB,JFK,ABQ,234,1826,20,1,07-05-2013 20:00
2013,5,8,2118,2001,77,42,2308,94,B6,1505,N607JB,JFK,ABQ,242,1826,20,1,08-05-2013 20:00
2013,5,9,2005,2001,4,2249,2308,-19,B6,1505,N766JB,JFK,ABQ,259,1826,20,1,09-05-2013 20:00
2013,5,10,2158,2001,117,53,2308,105,B6,1505,N588JB,JFK,ABQ,241,1826,20,1,10-05-2013 20:00
2013,5,11,2056,2001,55,2343,2308,35,B6,1505,N775JB,JFK,ABQ,250,1826,20,1,11-05-2013 20:00
2013,5,12,1959,2001,-2,2241,2308,-27,B6,1505,N663JB,JFK,ABQ,235,1826,20,1,12-05-2013 20:00
2013,5,13,2053,2001,52,2303,2308,-5,B6,1505,N706JB,JFK,ABQ,224,1826,20,1,13-05-2013 20:00
2013,5,14,1958,2001,-3,2210,2308,-58,B6,1505,N651JB,JFK,ABQ,233,1826,20,1,14-05-2013 20:00
2013,5,15,1958,2001,-3,2234,2308,-34,B6,1505,N627JB,JFK,ABQ,233,1826,20,1,15-05-2013 20:00
2013,5,16,2043,2001,42,2314,2308,6,B6,1505,N712JB,JFK,ABQ,247,1826,20,1,16-05-2013 20:00
2013,5,17,1955,2001,-6,2223,2308,-45,B6,1505,N608JB,JFK,ABQ,244,1826,20,1,17-05-2013 20:00
2013,5,18,1956,2001,-5,2252,2308,-16,B6,1505,N597JB,JFK,ABQ,254,1826,20,1,18-05-2013 20:00
2013,5,19,1959,2001,-2,2327,2308,19,B6,1505,N760JB,JFK,ABQ,265,1826,20,1,19-05-2013 20:00
2013,5,20,1959,2001,-2,2256,2308,-12,B6,1505,N520JB,JFK,ABQ,253,1826,20,1,20-05-2013 20:00
2013,5,21,1954,2001,-7,2301,2308,-7,B6,1505,N746JB,JFK,ABQ,248,1826,20,1,21-05-2013 20:00
2013,5,22,2001,2001,0,20,2308,72,B6,1505,N531JB,JFK,ABQ,260,1826,20,1,22-05-2013 20:00
2013,5,23,2000,2001,-1,2334,2308,26,B6,1505,N561JB,JFK,ABQ,263,1826,20,1,23-05-2013 20:00
2013,5,24,2025,2001,24,2312,2308,4,B6,1505,N568JB,JFK,ABQ,230,1826,20,1,24-05-2013 20:00
2013,5,25,1957,2001,-4,2303,2308,-5,B6,1505,N535JB,JFK,ABQ,248,1826,20,1,25-05-2013 20:00
2013,5,26,1959,2001,-2,2306,2308,-2,B6,1505,N526JB,JFK,ABQ,248,1826,20,1,26-05-2013 20:00
2013,5,27,1952,2001,-9,2246,2308,-22,B6,1505,N589JB,JFK,ABQ,243,1826,20,1,27-05-2013 20:00
2013,5,28,2013,2001,12,2245,2308,-23,B6,1505,N509JB,JFK,ABQ,243,1826,20,1,28-05-2013 20:00
2013,5,29,1956,2001,-5,2244,2308,-24,B6,1505,N552JB,JFK,ABQ,261,1826,20,1,29-05-2013 20:00
2013,5,30,1957,2001,-4,2248,2308,-20,B6,1505,N608JB,JFK,ABQ,259,1826,20,1,30-05-2013 20:00
2013,5,31,2013,2001,12,2240,2308,-28,B6,1505,N606JB,JFK,ABQ,248,1826,20,1,31-05-2013 20:00
2013,6,1,1957,2001,-4,2238,2308,-30,B6,1505,N529JB,JFK,ABQ,239,1826,20,1,01-06-2013 20:00
2013,6,2,2015,2001,14,2335,2308,27,B6,1505,N507JB,JFK,ABQ,252,1826,20,1,02-06-2013 20:00
2013,6,3,1956,2001,-5,2226,2308,-42,B6,1505,N627JB,JFK,ABQ,247,1826,20,1,03-06-2013 20:00
2013,6,4,1957,2001,-4,2212,2308,-56,B6,1505,N627JB,JFK,ABQ,233,1826,20,1,04-06-2013 20:00
2013,6,5,1959,2001,-2,2301,2308,-7,B6,1505,N587JB,JFK,ABQ,249,1826,20,1,05-06-2013 20:00
2013,6,6,1957,2001,-4,2314,2308,6,B6,1505,N558JB,JFK,ABQ,266,1826,20,1,06-06-2013 20:00
2013,6,7,2022,2001,21,2326,2308,18,B6,1505,N659JB,JFK,ABQ,243,1826,20,1,07-06-2013 20:00
2013,6,8,2148,2001,107,9,2308,61,B6,1505,N594JB,JFK,ABQ,241,1826,20,1,08-06-2013 20:00
2013,6,9,2053,2001,52,2329,2308,21,B6,1505,N529JB,JFK,ABQ,238,1826,20,1,09-06-2013 20:00
2013,6,10,1959,2001,-2,2320,2308,12,B6,1505,N806JB,JFK,ABQ,252,1826,20,1,10-06-2013 20:00
2013,6,11,2046,2001,45,2259,2308,-9,B6,1505,N519JB,JFK,ABQ,237,1826,20,1,11-06-2013 20:00
2013,6,12,1953,2001,-8,2225,2308,-43,B6,1505,N586JB,JFK,ABQ,237,1826,20,1,12-06-2013 20:00
2013,6,13,2104,2001,63,12,2308,64,B6,1505,N606JB,JFK,ABQ,236,1826,20,1,13-06-2013 20:00
2013,6,14,2016,2001,15,2244,2308,-24,B6,1505,N506JB,JFK,ABQ,239,1826,20,1,14-06-2013 20:00
2013,6,15,1954,2001,-7,2219,2308,-49,B6,1505,N793JB,JFK,ABQ,241,1826,20,1,15-06-2013 20:00
2013,6,16,2001,2001,0,2304,2308,-4,B6,1505,N590JB,JFK,ABQ,261,1826,20,1,16-06-2013 20:00
2013,6,17,1959,2001,-2,2321,2308,13,B6,1505,N703JB,JFK,ABQ,268,1826,20,1,17-06-2013 20:00
2013,6,18,1958,2001,-3,2238,2308,-30,B6,1505,N612JB,JFK,ABQ,254,1826,20,1,18-06-2013 20:00
2013,6,19,2009,2001,8,2227,2308,-41,B6,1505,N565JB,JFK,ABQ,238,1826,20,1,19-06-2013 20:00
2013,6,20,2020,2007,13,2257,2259,-2,B6,1505,N598JB,JFK,ABQ,232,1826,20,7,20-06-2013 20:00
2013,6,21,2007,2007,0,2229,2259,-30,B6,1505,N715JB,JFK,ABQ,231,1826,20,7,21-06-2013 20:00
2013,6,22,2006,2007,-1,2226,2259,-33,B6,1505,N552JB,JFK,ABQ,235,1826,20,7,22-06-2013 20:00
2013,6,23,2007,2007,0,6,2259,67,B6,1505,N766JB,JFK,ABQ,243,1826,20,7,23-06-2013 20:00
2013,6,24,2024,2007,17,2307,2259,8,B6,1505,N639JB,JFK,ABQ,232,1826,20,7,24-06-2013 20:00
2013,6,25,2015,2007,8,2231,2259,-28,B6,1505,N562JB,JFK,ABQ,232,1826,20,7,25-06-2013 20:00
2013,6,26,2037,2007,30,2339,2259,40,B6,1505,N708JB,JFK,ABQ,240,1826,20,7,26-06-2013 20:00
2013,6,27,2007,2007,0,42,2259,103,B6,1505,N809JB,JFK,ABQ,242,1826,20,7,27-06-2013 20:00
2013,6,28,2105,2007,58,2332,2259,33,B6,1505,N607JB,JFK,ABQ,240,1826,20,7,28-06-2013 20:00
2013,6,29,2032,2007,25,2345,2259,46,B6,1505,N768JB,JFK,ABQ,268,1826,20,7,29-06-2013 20:00
2013,6,30,2037,2007,30,2256,2259,-3,B6,1505,N652JB,JFK,ABQ,235,1826,20,7,30-06-2013 20:00
2013,7,1,2016,2007,9,2239,2259,-20,B6,1505,N633JB,JFK,ABQ,228,1826,20,7,01-07-2013 20:00
2013,7,2,2028,2007,21,2330,2259,31,B6,1505,N763JB,JFK,ABQ,231,1826,20,7,02-07-2013 20:00
2013,7,3,2103,2007,56,2335,2259,36,B6,1505,N584JB,JFK,ABQ,229,1826,20,7,03-07-2013 20:00
2013,7,4,2004,2007,-3,2223,2259,-36,B6,1505,N658JB,JFK,ABQ,230,1826,20,7,04-07-2013 20:00
2013,7,5,2019,2007,12,2235,2259,-24,B6,1505,N708JB,JFK,ABQ,236,1826,20,7,05-07-2013 20:00
2013,7,6,2001,2007,-6,2218,2259,-41,B6,1505,N809JB,JFK,ABQ,230,1826,20,7,06-07-2013 20:00
2013,7,7,2040,2007,33,25,2259,86,B6,1505,N809JB,JFK,ABQ,233,1826,20,7,07-07-2013 20:00
2013,7,8,2048,2007,41,2301,2259,2,B6,1505,N637JB,JFK,ABQ,227,1826,20,7,08-07-2013 20:00
2013,7,9,2004,2007,-3,2247,2259,-12,B6,1505,N637JB,JFK,ABQ,227,1826,20,7,09-07-2013 20:00
2013,7,10,2025,2007,18,105,2259,126,B6,1505,N598JB,JFK,ABQ,241,1826,20,7,10-07-2013 20:00
2013,7,11,2013,2007,6,2246,2259,-13,B6,1505,N763JB,JFK,ABQ,232,1826,20,7,11-07-2013 20:00
2013,7,12,2005,2007,-2,2214,2259,-45,B6,1505,N652JB,JFK,ABQ,213,1826,20,7,12-07-2013 20:00
2013,7,13,2020,2007,13,2310,2259,11,B6,1505,N709JB,JFK,ABQ,224,1826,20,7,13-07-2013 20:00
2013,7,14,2111,2007,64,2304,2259,5,B6,1505,N766JB,JFK,ABQ,213,1826,20,7,14-07-2013 20:00
2013,7,15,2058,2007,51,2250,2259,-9,B6,1505,N608JB,JFK,ABQ,212,1826,20,7,15-07-2013 20:00
2013,7,16,2023,2007,16,2253,2259,-6,B6,1505,N703JB,JFK,ABQ,234,1826,20,7,16-07-2013 20:00
2013,7,17,2007,2007,0,2227,2259,-32,B6,1505,N703JB,JFK,ABQ,226,1826,20,7,17-07-2013 20:00
2013,7,18,2011,2007,4,2221,2259,-38,B6,1505,N624JB,JFK,ABQ,224,1826,20,7,18-07-2013 20:00
2013,7,19,2004,2007,-3,2309,2259,10,B6,1505,N746JB,JFK,ABQ,241,1826,20,7,19-07-2013 20:00
2013,7,20,2039,2007,32,2335,2259,36,B6,1505,N746JB,JFK,ABQ,242,1826,20,7,20-07-2013 20:00
2013,7,21,2029,2007,22,2317,2259,18,B6,1505,N784JB,JFK,ABQ,248,1826,20,7,21-07-2013 20:00
2013,7,22,2145,2007,98,132,2259,153,B6,1505,N784JB,JFK,ABQ,259,1826,20,7,22-07-2013 20:00
2013,7,23,2206,2007,119,116,2259,137,B6,1505,N589JB,JFK,ABQ,253,1826,20,7,23-07-2013 20:00
2013,7,24,2001,2007,-6,2241,2259,-18,B6,1505,N656JB,JFK,ABQ,249,1826,20,7,24-07-2013 20:00
2013,7,25,2002,2007,-5,2242,2259,-17,B6,1505,N632JB,JFK,ABQ,237,1826,20,7,25-07-2013 20:00
2013,7,26,2003,2007,-4,2239,2259,-20,B6,1505,N531JB,JFK,ABQ,250,1826,20,7,26-07-2013 20:00
2013,7,27,2001,2007,-6,2245,2259,-14,B6,1505,N531JB,JFK,ABQ,248,1826,20,7,27-07-2013 20:00
2013,7,28,2038,2007,31,56,2259,117,B6,1505,N632JB,JFK,ABQ,257,1826,20,7,28-07-2013 20:00
2013,7,29,2031,2007,24,2328,2259,29,B6,1505,N526JB,JFK,ABQ,248,1826,20,7,29-07-2013 20:00
2013,7,30,2212,2007,125,57,2259,118,B6,1505,N621JB,JFK,ABQ,246,1826,20,7,30-07-2013 20:00
2013,7,31,2002,2007,-5,2219,2259,-40,B6,1505,N763JB,JFK,ABQ,237,1826,20,7,31-07-2013 20:00
2013,8,1,2101,2007,54,2345,2259,46,B6,1505,N571JB,JFK,ABQ,242,1826,20,7,01-08-2013 20:00
2013,8,2,2005,2007,-2,2236,2259,-23,B6,1505,N641JB,JFK,ABQ,246,1826,20,7,02-08-2013 20:00
2013,8,3,2014,2007,7,2245,2259,-14,B6,1505,N566JB,JFK,ABQ,244,1826,20,7,03-08-2013 20:00
2013,8,4,2124,2007,77,2354,2259,55,B6,1505,N630JB,JFK,ABQ,244,1826,20,7,04-08-2013 20:00
2013,8,5,2041,2007,34,2318,2259,19,B6,1505,N527JB,JFK,ABQ,247,1826,20,7,05-08-2013 20:00
2013,8,6,2005,2007,-2,2251,2259,-8,B6,1505,N827JB,JFK,ABQ,243,1826,20,7,06-08-2013 20:00
